video_id,user_id,followers,duration,views,likes,comments,shares,hashtag,upload_time,engagement,like_rate,comment_rate,share_rate,upload_date,upload_weekday,cluster,is_viral
vid_943,user_50,414012,55,2298,417,17,5,lifehack,2025-12-03,0.19103568320278502,0.1814621409921671,0.0073977371627502175,0.002175805047867711,2025-12-03,Wednesday,1,0
vid_944,user_28,88472,3,2247,409,14,17,art,2025-10-28,0.19581664441477525,0.18202047174009792,0.006230529595015576,0.0075656430796617715,2025-10-28,Tuesday,1,0
vid_945,user_295,454005,17,2033,160,10,13,gaming,2025-03-18,0.09001475651746188,0.07870142646335465,0.004918839153959666,0.006394490900147565,2025-03-18,Tuesday,1,0
vid_946,user_296,491453,9,1639,313,9,15,music,2025-03-09,0.20561317876754118,0.19097010372178158,0.005491153142159854,0.009151921903599756,2025-03-09,Sunday,1,0
vid_947,user_213,335563,13,2055,50,5,16,travel,2025-02-19,0.03454987834549878,0.024330900243309004,0.0024330900243309003,0.007785888077858881,2025-02-19,Wednesday,0,0
vid_948,user_266,264087,3,5770,506,43,12,beauty,2025-06-07,0.09722703639514732,0.08769497400346621,0.007452339688041595,0.0020797227036395147,2025-06-07,Saturday,1,0
vid_949,user_256,292767,3,6481,1174,10,52,fitness,2025-07-17,0.19071130998302732,0.1811448850486036,0.0015429717636167258,0.008023453170806974,2025-07-17,Thursday,1,0
vid_950,user_100,96957,16,1427,99,6,9,pets,2025-09-15,0.07988787666433077,0.06937631394533987,0.004204625087596356,0.006306937631394534,2025-09-15,Monday,0,0
vid_951,user_109,434140,26,5051,349,76,34,beauty,2025-02-03,0.0908730944367452,0.06909522866759057,0.01504652544050683,0.006731340328647793,2025-02-03,Monday,1,0
vid_952,user_181,208484,23,3768,280,27,31,fashion,2025-07-31,0.08970276008492568,0.07430997876857749,0.007165605095541401,0.008227176220806794,2025-07-31,Thursday,1,0
vid_953,user_0,362150,12,3483,453,47,20,motivation,2025-09-29,0.14929658340511054,0.13006029285099052,0.013494114269308067,0.005742176284811944,2025-09-29,Monday,1,0
vid_954,user_54,218582,3,5731,566,83,28,pets,2025-03-05,0.11812947129645786,0.09876112371313907,0.01448263828302216,0.004885709300296632,2025-03-05,Wednesday,1,0
vid_955,user_148,258143,17,2616,394,31,17,education,2025-06-04,0.16896024464831805,0.15061162079510704,0.011850152905198776,0.006498470948012232,2025-06-04,Wednesday,1,0
vid_956,user_136,380774,4,3355,607,64,11,lifehack,2025-11-17,0.20327868852459016,0.18092399403874815,0.019076005961251863,0.003278688524590164,2025-11-17,Monday,1,0
vid_957,user_201,426633,36,628,88,0,1,motivation,2025-09-26,0.14171974522292993,0.14012738853503184,0.0,0.0015923566878980893,2025-09-26,Friday,0,0
vid_958,user_116,152321,27,1675,95,25,10,beauty,2025-02-09,0.07761194029850746,0.056716417910447764,0.014925373134328358,0.005970149253731343,2025-02-09,Sunday,0,0
vid_959,user_153,353598,19,10655,2001,204,28,education,2025-06-09,0.20957297043641482,0.18779915532613797,0.019145940872829656,0.002627874237447208,2025-06-09,Monday,1,1
vid_960,user_290,205450,45,1735,117,30,2,funny,2025-11-19,0.08587896253602305,0.06743515850144093,0.01729106628242075,0.0011527377521613833,2025-11-19,Wednesday,0,0
vid_961,user_62,319918,3,10756,505,45,5,dance,2025-01-14,0.05159910747489773,0.046950539233915956,0.0041837114168836,0.00046485682409817776,2025-01-14,Tuesday,1,1
vid_962,user_243,348327,20,7652,276,55,48,food,2025-04-30,0.04952953476215369,0.03606900156821746,0.007187663355985363,0.006272869837950863,2025-04-30,Wednesday,1,0
vid_963,user_24,167527,6,1463,177,6,5,travel,2025-11-10,0.12850307587149692,0.12098427887901572,0.004101161995898838,0.003417634996582365,2025-11-10,Monday,0,0
vid_964,user_89,229354,35,4655,188,57,35,pets,2025-12-14,0.06015037593984962,0.04038668098818475,0.012244897959183673,0.007518796992481203,2025-12-14,Sunday,1,0
vid_965,user_74,16039,5,1128,50,16,4,fitness,2025-02-15,0.06205673758865248,0.044326241134751775,0.014184397163120567,0.0035460992907801418,2025-02-15,Saturday,0,0
vid_966,user_293,291125,19,2661,196,18,13,gaming,2025-12-12,0.08530627583615183,0.0736565201052236,0.006764374295377677,0.004885381435550545,2025-12-12,Friday,1,0
vid_967,user_209,271484,32,5274,372,59,23,art,2025-04-20,0.08608266970041714,0.07053469852104664,0.011186954872961698,0.004361016306408798,2025-04-20,Sunday,1,0
vid_968,user_16,431633,3,9390,1209,132,62,dance,2025-08-07,0.1494142705005325,0.12875399361022363,0.014057507987220448,0.006602768903088392,2025-08-07,Thursday,1,1
vid_969,user_127,121186,8,980,163,8,3,travel,2025-05-01,0.17755102040816326,0.1663265306122449,0.00816326530612245,0.003061224489795918,2025-05-01,Thursday,0,0
vid_970,user_250,342072,22,6664,1046,114,64,travel,2025-10-16,0.1836734693877551,0.15696278511404563,0.017106842737094837,0.009603841536614645,2025-10-16,Thursday,1,0
vid_971,user_178,352671,9,1322,88,20,12,travel,2025-02-15,0.0907715582450832,0.06656580937972768,0.015128593040847202,0.009077155824508321,2025-02-15,Saturday,0,0
vid_972,user_181,472747,5,5983,383,13,51,education,2025-12-04,0.07471168310212269,0.06401470834029752,0.002172822998495738,0.008524151763329433,2025-12-04,Thursday,1,0
vid_973,user_151,207420,4,6386,1237,81,59,beauty,2025-02-23,0.21562793611024114,0.19370497964296898,0.012683996241778892,0.009238960225493267,2025-02-23,Sunday,1,0
vid_974,user_24,126349,3,855,18,4,4,beauty,2025-11-18,0.0304093567251462,0.021052631578947368,0.004678362573099415,0.004678362573099415,2025-11-18,Tuesday,0,0
vid_975,user_179,161255,29,2742,489,31,15,music,2025-02-23,0.1951130561633844,0.17833698030634573,0.011305616338439095,0.005470459518599562,2025-02-23,Sunday,1,0
vid_976,user_197,243738,13,3308,185,63,24,beauty,2025-01-04,0.08222490931076179,0.05592503022974607,0.0190447400241838,0.007255139056831923,2025-01-04,Saturday,1,0
vid_977,user_160,105736,3,996,189,17,7,dance,2025-08-28,0.21385542168674698,0.1897590361445783,0.01706827309236948,0.007028112449799197,2025-08-28,Thursday,0,0
vid_978,user_176,420318,7,2992,244,25,26,funny,2025-03-21,0.09859625668449198,0.08155080213903744,0.008355614973262033,0.008689839572192513,2025-03-21,Friday,1,0
vid_979,user_284,369480,7,4967,493,32,36,gaming,2025-07-20,0.11294543990336219,0.0992550835514395,0.006442520636198913,0.007247835715723777,2025-07-20,Sunday,1,0
vid_980,user_62,478755,3,7573,1115,41,75,motivation,2025-07-21,0.16255116862537963,0.14723359302786215,0.00541397068532946,0.009903604912188037,2025-07-21,Monday,1,0
vid_981,user_149,302669,9,8803,1107,97,33,dance,2025-09-13,0.1405202771782347,0.1257525843462456,0.011018970805407247,0.0037487220265818473,2025-09-13,Saturday,1,1
vid_982,user_153,82716,6,1094,84,3,9,fashion,2025-07-18,0.08775137111517367,0.07678244972577697,0.002742230347349177,0.008226691042047532,2025-07-18,Friday,0,0
vid_983,user_155,358816,6,11661,1395,133,83,pets,2025-03-14,0.13815281708258298,0.1196295343452534,0.01140553983363348,0.007117742903696081,2025-03-14,Friday,1,1
vid_984,user_48,188778,20,3444,521,3,24,lifehack,2025-06-25,0.15911730545876887,0.15127758420441348,0.0008710801393728223,0.006968641114982578,2025-06-25,Wednesday,1,0
vid_985,user_83,135755,4,1253,34,8,4,travel,2025-08-07,0.03671189146049481,0.02713487629688747,0.006384676775738229,0.0031923383878691143,2025-08-07,Thursday,0,0
vid_986,user_176,410570,15,1638,36,8,13,fashion,2025-08-12,0.0347985347985348,0.02197802197802198,0.004884004884004884,0.007936507936507936,2025-08-12,Tuesday,0,0
vid_987,user_147,107623,13,1118,114,21,10,beauty,2025-10-10,0.129695885509839,0.10196779964221825,0.018783542039355994,0.008944543828264758,2025-10-10,Friday,0,0
vid_988,user_117,228942,13,1898,83,28,4,challenge,2025-10-08,0.06059009483667018,0.04373024236037935,0.014752370916754479,0.002107481559536354,2025-10-08,Wednesday,0,0
vid_989,user_62,308740,16,3191,445,24,20,lifehack,2025-04-03,0.15324349733625822,0.13945471638984644,0.007521153243497336,0.006267627702914447,2025-04-03,Thursday,1,0
vid_990,user_188,269202,12,4317,252,11,18,art,2025-06-01,0.0650914987259671,0.05837387074357193,0.0025480657864257587,0.004169562195969423,2025-06-01,Sunday,1,0
vid_991,user_48,310485,32,1225,119,13,12,education,2025-03-21,0.11755102040816326,0.09714285714285714,0.010612244897959184,0.009795918367346938,2025-03-21,Friday,0,0
vid_992,user_256,158527,17,4533,251,22,22,education,2025-07-27,0.06507831458195455,0.05537171850871388,0.004853298036620339,0.004853298036620339,2025-07-27,Sunday,1,0
vid_993,user_223,248191,12,1045,124,11,2,lifehack,2025-04-02,0.13110047846889952,0.11866028708133972,0.010526315789473684,0.0019138755980861245,2025-04-02,Wednesday,0,0
vid_994,user_140,298580,27,3009,123,50,12,fashion,2025-01-20,0.06148222000664673,0.040877367896311065,0.01661681621801263,0.003988035892323031,2025-01-20,Monday,1,0
vid_995,user_214,90959,14,1178,28,14,7,challenge,2025-02-22,0.04159592529711375,0.023769100169779286,0.011884550084889643,0.005942275042444821,2025-02-22,Saturday,0,0
vid_996,user_210,151949,5,750,21,9,0,fashion,2025-03-24,0.04,0.028,0.012,0.0,2025-03-24,Monday,0,0
vid_997,user_31,295234,3,1052,201,11,6,pets,2025-03-15,0.20722433460076045,0.19106463878326996,0.010456273764258554,0.005703422053231939,2025-03-15,Saturday,0,0
vid_998,user_157,60404,3,861,39,16,8,fitness,2025-05-10,0.07317073170731707,0.04529616724738676,0.018583042973286876,0.009291521486643438,2025-05-10,Saturday,0,0
vid_999,user_284,340737,34,8292,1223,155,71,gaming,2025-09-16,0.17474674384949349,0.14749155812831646,0.018692715870718767,0.008562469850458273,2025-09-16,Tuesday,1,0
vid_1000,user_285,18207,19,319,10,3,0,challenge,2025-12-25,0.04075235109717868,0.03134796238244514,0.009404388714733543,0.0,2025-12-25,Thursday,0,0
vid_1001,user_143,490959,42,5138,202,34,51,fitness,2025-07-03,0.055858310626702996,0.039314908524717786,0.006617360840794083,0.009926041261191124,2025-07-03,Thursday,1,0
vid_1002,user_18,35365,14,820,91,7,5,pets,2025-03-07,0.12560975609756098,0.11097560975609756,0.00853658536585366,0.006097560975609756,2025-03-07,Friday,0,0
vid_1003,user_17,298126,10,792,82,3,1,motivation,2025-06-02,0.10858585858585859,0.10353535353535354,0.003787878787878788,0.0012626262626262627,2025-06-02,Monday,0,0
vid_1004,user_256,414430,3,10312,1972,134,6,motivation,2025-12-31,0.20480993017843288,0.191233514352211,0.012994569433669511,0.0005818463925523662,2025-12-31,Wednesday,1,1
vid_1005,user_77,145536,17,583,110,6,1,fashion,2025-07-15,0.2006861063464837,0.18867924528301888,0.010291595197255575,0.0017152658662092624,2025-07-15,Tuesday,0,0
vid_1006,user_174,258719,13,1407,225,4,11,travel,2025-01-15,0.17057569296375266,0.15991471215351813,0.0028429282160625444,0.007818052594171997,2025-01-15,Wednesday,0,0
vid_1007,user_193,407593,69,12150,1559,57,8,beauty,2025-07-29,0.1336625514403292,0.1283127572016461,0.004691358024691358,0.0006584362139917696,2025-07-29,Tuesday,1,1
vid_1008,user_112,376074,4,1035,105,10,2,fashion,2025-05-15,0.11304347826086956,0.10144927536231885,0.00966183574879227,0.001932367149758454,2025-05-15,Thursday,0,0
vid_1009,user_113,132068,11,1374,115,24,10,food,2025-03-23,0.10844250363901019,0.08369723435225619,0.017467248908296942,0.00727802037845706,2025-03-23,Sunday,0,0
vid_1010,user_221,276887,16,3671,699,43,22,music,2025-03-12,0.2081176791065105,0.19041133206210842,0.011713429583219831,0.0059929174611822395,2025-03-12,Wednesday,1,0
vid_1011,user_165,289435,16,4783,614,66,37,funny,2025-10-24,0.1499059167886264,0.1283713150742212,0.013798871001463516,0.007735730712941668,2025-10-24,Friday,1,0
vid_1012,user_131,377388,12,8012,995,59,60,education,2025-06-21,0.13904143784323514,0.12418871692461309,0.007363954068896655,0.0074887668497254116,2025-06-21,Saturday,1,0
vid_1013,user_263,95840,23,1528,94,18,1,beauty,2025-05-03,0.07395287958115183,0.061518324607329845,0.011780104712041885,0.0006544502617801048,2025-05-03,Saturday,0,0
vid_1014,user_54,408806,3,7827,222,74,70,funny,2025-10-16,0.0467612111920276,0.028363357608279034,0.00945445253609301,0.008943401047655552,2025-10-16,Thursday,1,0
vid_1015,user_130,72305,19,1266,240,17,3,motivation,2025-07-29,0.20537124802527645,0.1895734597156398,0.013428120063191154,0.002369668246445498,2025-07-29,Tuesday,0,0
vid_1016,user_287,195879,15,7696,588,15,44,travel,2025-03-05,0.08406964656964656,0.07640332640332641,0.0019490644490644492,0.005717255717255718,2025-03-05,Wednesday,1,0
vid_1017,user_265,172325,34,1717,171,17,11,motivation,2025-03-04,0.11589982527664532,0.09959231217239371,0.009900990099009901,0.0064065230052417,2025-03-04,Tuesday,0,0
vid_1018,user_161,418347,28,1879,76,12,3,challenge,2025-01-08,0.04843001596593933,0.04044704630122405,0.006386375731772219,0.0015965939329430547,2025-01-08,Wednesday,0,0
vid_1019,user_86,192983,6,2219,378,15,21,challenge,2025-09-02,0.18657052726453358,0.17034700315457413,0.0067598017124831005,0.00946372239747634,2025-09-02,Tuesday,1,0
vid_1020,user_54,261489,5,1178,29,22,6,gaming,2025-06-14,0.04838709677419355,0.02461799660441426,0.01867572156196944,0.0050933786078098476,2025-06-14,Saturday,0,0
vid_1021,user_287,11400,60,586,99,2,0,pets,2025-04-03,0.17235494880546076,0.1689419795221843,0.0034129692832764505,0.0,2025-04-03,Thursday,0,0
vid_1022,user_177,186634,11,4684,211,32,44,challenge,2025-10-11,0.06127241673783091,0.045046968403074296,0.006831767719897523,0.009393680614859094,2025-10-11,Saturday,1,0
vid_1023,user_7,319003,36,3893,699,41,23,motivation,2025-11-05,0.1959928076033907,0.17955304392499358,0.010531723606473156,0.005908040071923966,2025-11-05,Wednesday,1,0
vid_1024,user_246,101944,3,637,96,11,4,dance,2025-07-18,0.17425431711145997,0.15070643642072212,0.01726844583987441,0.006279434850863423,2025-07-18,Friday,0,0
vid_1025,user_254,359751,15,3312,164,29,18,lifehack,2025-05-04,0.06370772946859904,0.049516908212560384,0.008756038647342996,0.005434782608695652,2025-05-04,Sunday,1,0
vid_1026,user_53,436098,25,15118,1842,228,127,travel,2025-02-24,0.14532345548352957,0.12184151342770208,0.01508135996824977,0.008400582087577721,2025-02-24,Monday,1,1
vid_1027,user_248,421635,44,5969,455,103,4,art,2025-07-09,0.09415312447646172,0.0762271737309432,0.017255821745686045,0.0006701289998324678,2025-07-09,Wednesday,1,0
vid_1028,user_238,31778,6,1017,52,7,3,music,2025-05-23,0.06096361848574238,0.051130776794493606,0.00688298918387414,0.0029498525073746312,2025-05-23,Friday,0,0
vid_1029,user_228,279770,19,2433,424,20,12,beauty,2025-11-06,0.187422934648582,0.17427044800657623,0.008220304151253596,0.004932182490752158,2025-11-06,Thursday,1,0
vid_1030,user_66,422267,12,5738,531,44,7,funny,2025-11-13,0.10142906936214709,0.09254095503659812,0.007668177065179505,0.0012199372603694668,2025-11-13,Thursday,1,0
vid_1031,user_50,83434,3,2445,224,41,17,music,2025-04-07,0.11533742331288344,0.09161554192229039,0.016768916155419224,0.006952965235173824,2025-04-07,Monday,1,0
vid_1032,user_96,440,18,166,8,0,0,lifehack,2025-11-06,0.04819277108433735,0.04819277108433735,0.0,0.0,2025-11-06,Thursday,0,0
vid_1033,user_91,480801,18,919,81,6,2,lifehack,2025-07-16,0.09684439608269858,0.088139281828074,0.006528835690968444,0.002176278563656148,2025-07-16,Wednesday,0,0
vid_1034,user_263,307630,40,537,94,7,0,funny,2025-10-12,0.18808193668528864,0.1750465549348231,0.01303538175046555,0.0,2025-10-12,Sunday,0,0
vid_1035,user_290,11619,10,745,63,8,5,beauty,2025-03-22,0.10201342281879194,0.08456375838926175,0.010738255033557046,0.006711409395973154,2025-03-22,Saturday,0,0
vid_1036,user_95,406295,4,1967,376,18,16,fashion,2025-04-19,0.20843924758515506,0.19115404168784952,0.009150991357397052,0.00813421453990849,2025-04-19,Saturday,1,0
vid_1037,user_87,22540,3,1041,198,11,4,funny,2025-10-10,0.20461095100864554,0.19020172910662825,0.010566762728146013,0.0038424591738712775,2025-10-10,Friday,0,0
vid_1038,user_77,308069,8,2173,100,10,12,fitness,2025-07-28,0.05614358030372756,0.04601932811780948,0.004601932811780948,0.005522319374137137,2025-07-28,Monday,0,0
vid_1039,user_287,494130,5,10176,528,93,27,pets,2025-04-25,0.06367924528301887,0.05188679245283019,0.009139150943396226,0.0026533018867924527,2025-04-25,Friday,1,1
vid_1040,user_119,268061,21,2100,368,22,13,motivation,2025-08-29,0.1919047619047619,0.17523809523809525,0.010476190476190476,0.006190476190476191,2025-08-29,Friday,1,0
vid_1041,user_164,80870,7,1827,165,33,1,food,2025-10-06,0.10892172961138478,0.090311986863711,0.0180623973727422,0.0005473453749315818,2025-10-06,Monday,0,0
vid_1042,user_181,361709,45,7059,146,42,36,lifehack,2025-11-02,0.03173254001983284,0.02068281626292676,0.005949851253718657,0.005099872503187421,2025-11-02,Sunday,1,0
vid_1043,user_222,271315,49,1445,100,25,9,travel,2025-11-27,0.09273356401384084,0.06920415224913495,0.01730103806228374,0.006228373702422145,2025-11-27,Thursday,0,0
vid_1044,user_6,1589,15,361,46,4,3,lifehack,2025-07-23,0.14681440443213298,0.12742382271468145,0.0110803324099723,0.008310249307479225,2025-07-23,Wednesday,0,0
vid_1045,user_262,484290,40,7399,1212,10,30,education,2025-07-20,0.16921205568320044,0.16380591971888092,0.0013515339910798758,0.004054601973239627,2025-07-20,Sunday,1,0
vid_1046,user_160,410293,21,2510,110,37,19,lifehack,2025-12-10,0.06613545816733067,0.043824701195219126,0.014741035856573706,0.007569721115537849,2025-12-10,Wednesday,1,0
vid_1047,user_150,389596,12,2692,107,4,16,challenge,2025-06-04,0.04717682020802377,0.03974739970282318,0.0014858841010401188,0.005943536404160475,2025-06-04,Wednesday,0,0
vid_1048,user_84,336423,3,3770,701,75,35,dance,2025-11-11,0.21511936339522547,0.18594164456233422,0.01989389920424403,0.009283819628647215,2025-11-11,Tuesday,1,0
vid_1049,user_146,402187,9,6231,967,109,26,dance,2025-09-22,0.1768576472476328,0.15519178302038197,0.017493179264965495,0.004172684962285347,2025-09-22,Monday,1,0
vid_1050,user_111,312629,12,3589,452,23,12,funny,2025-10-16,0.1356923934243522,0.12594037336305378,0.006408470325996099,0.0033435497353023124,2025-10-16,Thursday,1,0
vid_1051,user_35,403576,30,8749,1386,51,78,education,2025-03-11,0.1731626471596754,0.15841810492627728,0.0058292376271573895,0.008915304606240713,2025-03-11,Tuesday,1,1
vid_1052,user_284,64015,10,550,53,4,0,beauty,2025-06-28,0.10363636363636364,0.09636363636363636,0.007272727272727273,0.0,2025-06-28,Saturday,0,0
vid_1053,user_187,373242,34,5577,872,43,10,travel,2025-06-17,0.16585978124439663,0.15635646404877174,0.0077102384794692485,0.0017930787161556392,2025-06-17,Tuesday,1,0
vid_1054,user_81,358638,17,6650,578,53,8,challenge,2025-01-06,0.09609022556390978,0.08691729323308271,0.007969924812030075,0.0012030075187969924,2025-01-06,Monday,1,0
vid_1055,user_1,332116,3,9584,612,67,81,funny,2025-05-12,0.07929883138564274,0.06385642737896494,0.006990818030050083,0.008451585976627712,2025-05-12,Monday,1,1
vid_1056,user_196,97849,79,1201,181,15,0,challenge,2025-09-16,0.16319733555370525,0.15070774354704414,0.012489592006661115,0.0,2025-09-16,Tuesday,0,0
vid_1057,user_10,93998,11,1123,107,4,9,lifehack,2025-05-21,0.10685663401602849,0.09528049866429207,0.003561887800534283,0.008014247551202136,2025-05-21,Wednesday,0,0
vid_1058,user_233,476105,7,6559,1289,111,31,challenge,2025-10-09,0.2181735020582406,0.19652386034456473,0.016923311480408598,0.0047263302332672666,2025-10-09,Thursday,1,0
vid_1059,user_194,143364,16,2311,191,37,1,dance,2025-10-17,0.09909130246646473,0.0826482042405885,0.016010385114668974,0.00043271311120726956,2025-10-17,Friday,0,0
vid_1060,user_118,248149,3,1909,354,19,8,challenge,2025-07-24,0.1995809324253536,0.18543740178103718,0.00995285489785228,0.0041906757464641176,2025-07-24,Thursday,1,0
vid_1061,user_19,271141,15,311,58,5,0,music,2025-06-30,0.20257234726688103,0.1864951768488746,0.01607717041800643,0.0,2025-06-30,Monday,0,0
vid_1062,user_260,243372,10,983,62,5,6,lifehack,2025-02-16,0.07426246185147507,0.06307222787385554,0.00508646998982706,0.006103763987792472,2025-02-16,Sunday,0,0
vid_1063,user_292,202588,8,2439,399,3,16,pets,2025-11-28,0.17138171381713818,0.16359163591635917,0.0012300123001230013,0.006560065600656006,2025-11-28,Friday,1,0
vid_1064,user_255,234828,46,841,82,10,4,food,2025-05-16,0.11414982164090369,0.09750297265160524,0.011890606420927468,0.0047562425683709865,2025-05-16,Friday,0,0
vid_1065,user_221,255871,11,1131,209,10,1,fitness,2025-08-21,0.1945181255526083,0.1847922192749779,0.008841732979664015,0.0008841732979664014,2025-08-21,Thursday,0,0
vid_1066,user_225,192938,4,3157,318,37,21,lifehack,2025-07-21,0.11910041178333862,0.10072853975293,0.011719987329743428,0.0066518847006651885,2025-07-21,Monday,1,0
vid_1067,user_52,310979,9,1923,296,34,16,motivation,2025-02-01,0.17992719708788352,0.15392615704628185,0.01768070722828913,0.008320332813312533,2025-02-01,Saturday,1,0
vid_1068,user_279,382157,38,1088,113,21,7,beauty,2025-10-04,0.12959558823529413,0.10386029411764706,0.019301470588235295,0.006433823529411764,2025-10-04,Saturday,0,0
vid_1069,user_80,262701,3,1803,109,23,15,gaming,2025-07-11,0.08153078202995008,0.06045479755962285,0.012756516916250694,0.008319467554076539,2025-07-11,Friday,1,0
vid_1070,user_201,460238,4,7725,431,119,18,travel,2025-04-01,0.07352750809061488,0.055792880258899676,0.01540453074433657,0.002330097087378641,2025-04-01,Tuesday,1,0
vid_1071,user_157,158273,3,3304,319,8,29,food,2025-12-11,0.10774818401937046,0.09654963680387409,0.002421307506053269,0.008777239709443099,2025-12-11,Thursday,1,0
vid_1072,user_119,11668,3,419,65,1,1,music,2025-03-12,0.15990453460620524,0.15513126491646778,0.002386634844868735,0.002386634844868735,2025-03-12,Wednesday,0,0
vid_1073,user_58,336480,27,5918,762,88,3,dance,2025-10-25,0.14413653261236906,0.12875971612031092,0.01486988847583643,0.0005069280162216965,2025-10-25,Saturday,1,0
vid_1074,user_214,278316,20,5599,805,51,47,gaming,2025-02-04,0.16127879978567602,0.14377567422754065,0.00910876942311127,0.008394356135024112,2025-02-04,Tuesday,1,0
vid_1075,user_127,138476,7,915,64,8,8,pets,2025-08-08,0.08743169398907104,0.06994535519125683,0.008743169398907104,0.008743169398907104,2025-08-08,Friday,0,0
vid_1076,user_223,371792,18,506,53,3,3,fashion,2025-07-18,0.116600790513834,0.10474308300395258,0.005928853754940711,0.005928853754940711,2025-07-18,Friday,0,0
vid_1077,user_208,424245,8,1235,34,15,3,travel,2025-04-16,0.042105263157894736,0.027530364372469637,0.012145748987854251,0.0024291497975708503,2025-04-16,Wednesday,0,0
vid_1078,user_114,86486,46,1482,247,6,4,fitness,2025-11-28,0.17341430499325236,0.16666666666666666,0.004048582995951417,0.002699055330634278,2025-11-28,Friday,0,0
vid_1079,user_208,210498,51,1231,243,15,6,gaming,2025-02-21,0.21445978878960195,0.19740048740861088,0.012185215272136474,0.00487408610885459,2025-02-21,Friday,0,0
vid_1080,user_13,446040,7,3001,279,12,27,beauty,2025-01-17,0.10596467844051982,0.09296901032989004,0.003998667110963012,0.008997000999666778,2025-01-17,Friday,1,0
vid_1081,user_8,495969,29,466,10,1,0,dance,2025-12-08,0.023605150214592276,0.02145922746781116,0.002145922746781116,0.0,2025-12-08,Monday,0,0
vid_1082,user_39,136159,22,1709,86,12,14,fashion,2025-01-09,0.06553540081919251,0.05032182562902282,0.007021650087770626,0.008191925102399064,2025-01-09,Thursday,0,0
vid_1083,user_236,28683,6,492,67,2,1,beauty,2025-06-29,0.14227642276422764,0.13617886178861788,0.0040650406504065045,0.0020325203252032522,2025-06-29,Sunday,0,0
vid_1084,user_280,286689,4,3681,479,65,30,gaming,2025-01-03,0.15593588698723174,0.13012768269491987,0.017658245042108122,0.008149959250203748,2025-01-03,Friday,1,0
vid_1085,user_200,326744,9,6922,1120,14,63,fashion,2025-10-05,0.17292689973995956,0.16180294712510834,0.0020225368390638545,0.009101415775787344,2025-10-05,Sunday,1,0
vid_1086,user_245,212506,23,2069,135,9,9,gaming,2025-07-01,0.07394876752054133,0.0652489125181247,0.0043499275012083135,0.0043499275012083135,2025-07-01,Tuesday,0,0
vid_1087,user_277,298677,48,4844,762,55,19,gaming,2025-10-19,0.17258464079273328,0.157308009909166,0.011354252683732453,0.003922378199834847,2025-10-19,Sunday,1,0
vid_1088,user_234,375375,22,1657,238,16,13,travel,2025-06-16,0.16113458056729027,0.1436330718165359,0.009656004828002414,0.007845503922751962,2025-06-16,Monday,1,0
vid_1089,user_3,466639,29,1678,131,3,9,beauty,2025-09-08,0.08522050059594756,0.07806912991656734,0.0017878426698450535,0.005363528009535161,2025-09-08,Monday,0,0
vid_1090,user_153,296263,14,2121,250,2,14,music,2025-10-01,0.1254125412541254,0.11786892975011787,0.000942951438000943,0.006600660066006601,2025-10-01,Wednesday,0,0
vid_1091,user_28,138492,27,1271,59,25,8,motivation,2025-03-22,0.07238394964594808,0.046420141620771044,0.01966955153422502,0.006294256490952006,2025-03-22,Saturday,0,0
vid_1092,user_108,119923,23,3007,305,40,5,lifehack,2025-01-27,0.11639507815098105,0.10142999667442634,0.013302294645826405,0.0016627868307283007,2025-01-27,Monday,1,0
vid_1093,user_97,379037,7,2653,473,21,22,gaming,2025-04-28,0.19449679607990952,0.17828872973991708,0.0079155672823219,0.008292499057670561,2025-04-28,Monday,1,0
vid_1094,user_214,71997,12,1168,111,11,2,gaming,2025-08-15,0.10616438356164383,0.09503424657534247,0.009417808219178082,0.0017123287671232876,2025-08-15,Friday,0,0
vid_1095,user_292,170255,25,1667,285,10,15,challenge,2025-12-18,0.1859628074385123,0.17096580683863227,0.00599880023995201,0.008998200359928014,2025-12-18,Thursday,1,0
vid_1096,user_74,227157,3,4687,591,35,13,lifehack,2025-07-14,0.1363345423511841,0.1260934499679966,0.007467463196074248,0.002773629187113292,2025-07-14,Monday,1,0
vid_1097,user_145,95811,25,1556,84,20,11,motivation,2025-05-21,0.07390745501285347,0.05398457583547558,0.012853470437017995,0.007069408740359897,2025-05-21,Wednesday,0,0
vid_1098,user_127,375947,3,6927,863,123,22,fitness,2025-09-30,0.1455175400606323,0.12458495741302152,0.017756604590731917,0.00317597805687888,2025-09-30,Tuesday,1,0
vid_1099,user_41,393958,11,1122,124,5,3,pets,2025-11-13,0.11764705882352941,0.11051693404634581,0.004456327985739751,0.00267379679144385,2025-11-13,Thursday,0,0
vid_1100,user_40,28976,25,1257,115,21,4,beauty,2025-08-31,0.11137629276054097,0.09148766905330151,0.016706443914081145,0.0031821797931583136,2025-08-31,Sunday,0,0
vid_1101,user_33,361976,4,3262,135,10,24,food,2025-01-17,0.05180870631514408,0.041385652973635806,0.0030656039239730227,0.007357449417535254,2025-01-17,Friday,1,0
vid_1102,user_16,104750,4,2623,249,13,15,music,2025-07-03,0.105604269919939,0.09492947007243614,0.004956157072054899,0.0057186427754479605,2025-07-03,Thursday,1,0
vid_1103,user_164,336178,8,3688,122,6,32,music,2025-02-17,0.04338394793926247,0.03308026030368764,0.0016268980477223427,0.008676789587852495,2025-02-17,Monday,1,0
vid_1104,user_152,436656,34,4534,171,16,15,music,2025-01-16,0.04455227172474636,0.03771504190560212,0.0035288928098809,0.0033083370092633437,2025-01-16,Thursday,1,0
